RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Age_Group,Balance_Group,CreditScore_Group,Value_Score,Risk_Score,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Type
3928,15651943,Richards,580,Spain,Female,65,1,0.0,2,0,1,103182.46,0,>60岁,无余额,较差,0.3594853920625063,0.28260869565217395,9,2,0.0,1,3,1,5,中价值
3929,15609545,Azubuike,548,France,Male,29,5,83442.98,1,0,1,177017.39,0,<30岁,中余额,较差,0.5919787070743896,0.12608695652173915,5,1,83442.98,3,1,2,6,中价值
3930,15658548,Ignatiev,646,Germany,Female,36,6,144773.29,2,1,0,53217.3,0,30-40岁,高余额,一般,0.5386370697172663,0.4565217391304348,4,2,144773.29,3,3,4,10,超高价值
3931,15626008,Miller,622,Germany,Female,52,9,111973.97,1,1,1,162756.29,1,50-60岁,高余额,一般,0.6421900810388115,0.22608695652173913,1,1,111973.97,4,1,3,8,高价值
3932,15774133,Cox,706,France,Female,35,8,178032.53,1,0,1,42181.68,0,30-40岁,超高余额,良好,0.5962837894929631,0.15217391304347827,2,1,178032.53,4,1,4,9,高价值
3933,15763798,McMillan,680,France,Male,23,5,140007.19,1,0,1,31714.08,0,<30岁,高余额,一般,0.5107825633066944,0.1,5,1,140007.19,3,1,4,8,高价值
3934,15758013,Napolitano,698,France,Male,37,5,98400.61,2,0,0,25017.28,0,30-40岁,中余额,一般,0.44075768805052723,0.4608695652173913,5,2,98400.61,3,3,3,9,高价值
3935,15705765,Lane,581,Spain,Female,46,1,0.0,2,1,0,104272.04,0,40-50岁,无余额,较差,0.36147276469359946,0.5,9,2,0.0,1,3,1,5,中价值
3936,15648362,Kennedy,728,Germany,Male,45,3,108924.33,2,1,0,84300.4,1,40-50岁,高余额,良好,0.5570516275699013,0.4956521739130435,7,2,108924.33,2,3,3,8,高价值
3937,15761102,T'ao,707,Spain,Female,32,4,132835.56,1,0,0,136877.24,0,30-40岁,高余额,良好,0.6666291118691005,0.4391304347826087,6,1,132835.56,2,1,4,7,中价值
3938,15610165,Hsiung,761,France,Female,26,1,0.0,2,1,1,199409.19,0,<30岁,无余额,良好,0.5677132673953247,0.11304347826086956,9,2,0.0,1,3,1,5,中价值
3939,15723717,Heath,483,Germany,Male,41,1,118334.44,1,0,0,163147.99,1,40-50岁,高余额,很差,0.6038591539066915,0.4782608695652174,9,1,118334.44,1,1,3,5,中价值
3940,15654611,Parry,736,Germany,Female,25,9,81732.88,2,1,0,136497.28,0,<30岁,中余额,良好,0.5948228319185725,0.408695652173913,1,2,81732.88,4,3,2,9,高价值
3941,15659736,Herbert,716,Germany,Male,66,5,121411.9,1,0,0,10070.4,1,>60岁,高余额,良好,0.4613757398890866,0.5869565217391304,5,1,121411.9,3,1,3,7,中价值
3942,15603170,Kang,654,France,Male,32,9,121455.65,1,1,0,190068.53,1,30-40岁,高余额,一般,0.7095704836590876,0.4391304347826087,1,1,121455.65,4,1,3,8,高价值
3943,15786167,Andreyeva,649,Spain,Male,20,5,0.0,2,1,1,58309.54,0,<30岁,无余额,一般,0.31652642231112593,0.08695652173913043,5,2,0.0,3,3,1,7,中价值
3944,15671915,Bowen,649,France,Male,46,5,0.0,2,1,1,76946.6,0,40-50岁,无余额,一般,0.3444830634808339,0.2,5,2,0.0,3,3,1,7,中价值
3945,15794792,Golubev,612,France,Female,31,8,117989.76,1,1,1,54129.86,0,30-40岁,高余额,一般,0.4853057078695951,0.13478260869565217,2,1,117989.76,4,1,3,8,高价值
3946,15652789,Hancock,657,Spain,Male,40,10,0.0,2,1,1,52990.7,0,30-40岁,无余额,一般,0.31137139172903483,0.17391304347826086,0,2,0.0,4,3,1,8,高价值
3947,15739168,Fowler,511,France,Female,31,5,137411.29,1,0,1,161854.98,0,30-40岁,高余额,较差,0.6422156219491459,0.13478260869565217,5,1,137411.29,3,1,4,8,高价值
3948,15719950,Sutherland,682,France,Male,61,10,73688.2,1,1,1,172141.33,0,>60岁,中余额,一般,0.6164066792951834,0.2652173913043478,0,1,73688.2,4,1,2,7,中价值
3949,15743818,Rowley,748,Spain,Male,58,9,122330.7,2,0,1,124429.19,0,50-60岁,高余额,良好,0.6456793104613836,0.2521739130434783,1,2,122330.7,4,3,3,10,超高价值
3950,15717937,Gibbons,554,Germany,Male,43,5,99906.89,1,0,0,24983.39,0,40-50岁,中余额,较差,0.39228474295772325,0.48695652173913045,5,1,99906.89,3,1,3,7,中价值
3951,15602841,Lockett,794,Spain,Female,28,5,0.0,2,0,1,86699.98,0,<30岁,无余额,良好,0.4102901541803854,0.12173913043478263,5,2,0.0,3,3,1,7,中价值
3952,15619972,Akabueze,807,France,Female,47,9,167664.83,1,0,0,125440.11,1,40-50岁,超高余额,优秀,0.7402942471789173,0.5043478260869565,1,1,167664.83,4,1,4,9,高价值
3953,15796114,Phelps,594,France,Female,34,7,141525.55,1,0,0,9443.15,0,30-40岁,高余额,较差,0.4494426510483719,0.4478260869565217,3,1,141525.55,3,1,4,8,高价值
3954,15633546,Frederick,652,Spain,Female,33,3,124832.51,1,1,0,195877.06,0,30-40岁,高余额,一般,0.7229613599607876,0.4434782608695652,7,1,124832.51,2,1,3,6,中价值
3955,15758755,Beneventi,729,France,Female,34,9,132121.71,1,0,1,105409.31,0,30-40岁,高余额,良好,0.6260520762564925,0.14782608695652175,1,1,132121.71,4,1,4,9,高价值
3956,15695168,Bruce,625,France,Male,39,2,0.0,2,1,0,100403.05,0,30-40岁,无余额,一般,0.3711984732390644,0.46956521739130436,8,2,0.0,1,3,1,5,中价值
3957,15754342,Green,597,Germany,Female,60,0,78539.84,1,0,1,48502.88,0,50-60岁,中余额,较差,0.40867686850291823,0.2608695652173913,10,1,78539.84,1,1,2,4,低价值
3958,15756610,Carlson,657,Germany,Female,38,5,123770.46,1,0,0,47019.66,1,30-40岁,高余额,一般,0.4997383725447985,0.4652173913043478,5,1,123770.46,3,1,3,7,中价值
3959,15640917,Tang,633,France,Male,43,5,0.0,2,1,1,48249.88,0,40-50岁,无余额,一般,0.29578930610143883,0.18695652173913047,5,2,0.0,3,3,1,7,中价值
3960,15663164,Yudin,663,Germany,Male,49,7,116150.65,3,1,1,84358.71,1,40-50岁,高余额,一般,0.5457186447949982,0.5130434782608696,3,3,116150.65,3,4,3,10,超高价值
3961,15616811,MacDonald,535,France,Male,47,0,160729.1,1,0,1,145986.35,0,40-50岁,超高余额,较差,0.6640573203559692,0.20434782608695656,10,1,160729.1,1,1,4,6,中价值
3962,15610781,Watt,702,France,Female,29,10,88378.6,1,1,0,88550.28,0,<30岁,中余额,良好,0.5214947182263499,0.4260869565217391,0,1,88378.6,4,1,2,7,中价值
3963,15600911,Mbadiwe,712,France,Male,33,2,182888.08,1,1,0,3061.0,0,30-40岁,超高余额,良好,0.5474592813476288,0.4434782608695652,8,1,182888.08,1,1,4,6,中价值
3964,15629603,Chuang,607,France,Male,31,8,0.0,2,1,1,43196.5,0,30-40岁,无余额,一般,0.2790324804918547,0.13478260869565217,2,2,0.0,4,3,1,8,高价值
3965,15714981,Sabbatini,476,France,Male,37,4,0.0,1,1,1,55775.84,1,30-40岁,无余额,很差,0.25166690587566093,0.16086956521739132,6,1,0.0,2,1,1,4,低价值
3966,15775892,Caldwell,748,Spain,Female,23,8,85600.08,1,0,0,134077.71,0,<30岁,中余额,良好,0.6015940063324264,0.4,2,1,85600.08,4,1,2,7,中价值
3967,15782778,Ewers,815,France,Male,35,4,0.0,2,0,1,198490.33,0,30-40岁,无余额,优秀,0.5853937490990837,0.15217391304347827,6,2,0.0,2,3,1,6,中价值
3968,15786643,Tsao,602,France,Male,32,10,0.0,2,1,1,116052.92,0,30-40岁,无余额,一般,0.3865565138660978,0.1391304347826087,0,2,0.0,4,3,1,8,高价值
3969,15595657,Hannam,649,Germany,Male,40,4,95001.33,1,0,1,123202.99,0,30-40岁,中余额,一般,0.5653282936483708,0.17391304347826086,6,1,95001.33,2,1,2,5,中价值
3970,15743673,Wood,551,Spain,Male,27,2,113873.22,1,1,1,85129.77,1,<30岁,高余额,较差,0.5037150218209734,0.1173913043478261,8,1,113873.22,1,1,3,5,中价值
3971,15634310,Ko,509,France,Male,30,6,0.0,2,1,0,180598.86,0,<30岁,无余额,较差,0.4505555349822329,0.4304347826086956,4,2,0.0,3,3,1,7,中价值
3972,15790809,Lo Duca,685,Spain,Male,40,7,74896.92,1,1,0,198694.2,0,30-40岁,中余额,一般,0.6592233348793795,0.47391304347826085,3,1,74896.92,3,1,2,6,中价值
3973,15668695,Endrizzi,536,France,Female,22,5,89492.62,1,0,0,42934.43,0,<30岁,中余额,较差,0.39625618688417197,0.39565217391304347,5,1,89492.62,3,1,2,6,中价值
3974,15669281,Ch'iu,711,Spain,Male,38,3,128718.78,1,0,0,114793.45,0,30-40岁,高余额,良好,0.6283506756323398,0.4652173913043478,7,1,128718.78,2,1,4,7,中价值
3975,15621031,Mofflin,761,Spain,Male,27,8,0.0,2,1,0,63297.7,0,<30岁,无余额,良好,0.3635383554186343,0.4173913043478261,2,2,0.0,4,3,1,8,高价值
3976,15720071,Fiorentini,535,France,Female,49,3,0.0,1,0,0,61820.41,1,40-50岁,无余额,较差,0.28155763121399247,0.5130434782608696,7,1,0.0,2,1,1,4,低价值
3977,15792180,Chiekwugo,566,Germany,Male,22,7,144954.75,2,1,0,102246.0,0,<30岁,高余额,较差,0.5842368876642315,0.39565217391304347,3,2,144954.75,3,3,4,10,超高价值
3978,15813894,Bogle,620,Spain,Male,21,9,0.0,2,0,0,154882.79,0,<30岁,无余额,一般,0.45115645012958366,0.3913043478260869,1,2,0.0,4,3,1,8,高价值
3979,15669490,Ifeanacho,837,Germany,Male,37,6,94001.61,2,1,0,140723.05,0,30-40岁,中余额,优秀,0.6563684865915933,0.4608695652173913,4,2,94001.61,3,3,2,8,高价值
3980,15783030,Owens,685,France,Female,40,7,0.0,1,1,0,72852.74,1,30-40岁,无余额,一般,0.3510479249313892,0.47391304347826085,3,1,0.0,3,1,1,5,中价值
3981,15695792,Ch'ien,673,France,Male,65,0,0.0,1,1,1,85733.33,0,>60岁,无余额,一般,0.36613424230633423,0.28260869565217395,10,1,0.0,1,1,1,3,低价值
3982,15575676,Chung,638,France,Male,24,1,0.0,2,0,1,162597.15,0,<30岁,无余额,一般,0.46908136641231823,0.10434782608695653,9,2,0.0,1,3,1,5,中价值
3983,15627665,Sung,614,France,Male,46,4,0.0,1,1,0,74379.57,1,40-50岁,无余额,一般,0.3282794325184274,0.5,6,1,0.0,2,1,1,4,低价值
3984,15814092,Wang,626,France,Female,44,2,0.0,1,0,1,173117.22,1,40-50岁,无余额,一般,0.48062677064892934,0.19130434782608696,8,1,0.0,1,1,1,3,低价值
3985,15695225,Sun,834,Spain,Male,38,8,0.0,2,1,1,66485.26,0,30-40岁,无余额,优秀,0.3940845810861312,0.16521739130434784,2,2,0.0,4,3,1,8,高价值
3986,15615091,Maitland,691,France,Male,24,6,0.0,2,1,1,92811.2,0,<30岁,无余额,一般,0.383104387689683,0.10434782608695653,4,2,0.0,3,3,1,7,中价值
3987,15794345,Ma,706,Spain,Male,38,8,0.0,2,0,1,46635.11,0,30-40岁,无余额,良好,0.31913176590733927,0.16521739130434784,2,2,0.0,4,3,1,8,高价值
3988,15726484,Pollard,633,France,Male,37,7,141546.35,1,1,1,124830.11,0,30-40岁,高余额,一般,0.6363274658741742,0.16086956521739132,3,1,141546.35,3,1,4,8,高价值
3989,15650442,Hsieh,644,Germany,Female,32,8,141528.88,1,1,1,167087.34,1,30-40岁,高余额,一般,0.7035701952669544,0.1391304347826087,2,1,141528.88,4,1,4,9,高价值
3990,15714256,Gerasimov,666,France,Male,30,7,109805.3,1,0,1,163625.56,0,<30岁,高余额,一般,0.6555659952429798,0.13043478260869565,3,1,109805.3,3,1,3,7,中价值
3991,15778752,Johnson,708,France,Male,32,10,86614.06,2,1,1,172129.26,0,30-40岁,中余额,良好,0.6461723911936088,0.1391304347826087,0,2,86614.06,4,3,2,9,高价值
3992,15601659,Fiorentino,496,Germany,Female,59,7,91680.1,2,1,0,163141.18,1,50-60岁,中余额,很差,0.5659428846015158,0.5565217391304348,3,2,91680.1,3,3,2,8,高价值
3993,15602811,Chioke,730,Germany,Male,38,0,38848.19,2,0,0,94003.11,0,30-40岁,低余额,良好,0.46059163837345707,0.4652173913043478,10,2,38848.19,1,3,2,6,中价值
3994,15779414,Rossi,696,Spain,Male,40,3,153639.11,1,1,1,138351.68,0,30-40岁,超高余额,一般,0.6981250359598523,0.17391304347826086,7,1,153639.11,2,1,4,7,中价值
3995,15763097,Siciliano,809,Spain,Male,80,8,0.0,2,0,1,34164.05,0,>60岁,无余额,优秀,0.33677741368957825,0.34782608695652173,2,2,0.0,4,3,1,8,高价值
3996,15633666,Efremov,701,Spain,Female,33,7,123870.07,1,1,0,97794.71,0,30-40岁,高余额,良好,0.5915920286434299,0.4434782608695652,3,1,123870.07,3,1,3,7,中价值
3997,15718789,Brigstocke,604,France,Male,30,5,0.0,2,1,0,75786.55,0,<30岁,无余额,一般,0.3268605701103773,0.4304347826086956,5,2,0.0,3,3,1,7,中价值
3998,15690620,Olisaemeka,665,France,Male,39,10,46323.57,1,1,0,136812.02,0,30-40岁,低余额,一般,0.5137840364061683,0.46956521739130436,0,1,46323.57,4,1,2,7,中价值
3999,15737071,Tang,639,France,Female,60,5,162039.78,1,1,1,84361.72,1,50-60岁,超高余额,一般,0.6104123634201963,0.2608695652173913,5,1,162039.78,3,1,4,8,高价值
4000,15665062,Lucchese,696,France,Male,19,1,110928.51,1,1,1,2766.63,0,<30岁,高余额,一般,0.4266474659019422,0.08260869565217392,9,1,110928.51,1,1,3,5,中价值
4001,15600692,West,520,France,Male,38,5,0.0,2,1,0,163185.76,0,30-40岁,无余额,较差,0.4283172557876411,0.4652173913043478,5,2,0.0,3,3,1,7,中价值
4002,15792064,Pai,545,Germany,Male,53,5,114421.55,1,1,0,180598.28,1,50-60岁,高余额,较差,0.6456797119919968,0.5304347826086957,5,1,114421.55,3,1,3,7,中价值
4003,15811486,Tang,634,Germany,Female,29,8,130036.21,2,0,1,69849.55,0,<30岁,高余额,一般,0.5358561629253252,0.12608695652173915,2,2,130036.21,4,3,4,11,超高价值
4004,15626141,Fedorov,750,France,Female,26,1,151510.17,2,1,1,19921.72,0,<30岁,超高余额,良好,0.5361381286574256,0.11304347826086956,9,2,151510.17,1,3,4,8,高价值
4005,15738546,Gboliwe,530,Spain,Female,41,4,0.0,2,0,1,147606.71,0,40-50岁,无余额,较差,0.4084772138608882,0.1782608695652174,6,2,0.0,2,3,1,6,中价值
4006,15677052,Ko,589,France,Female,59,2,0.0,2,1,1,126160.24,1,50-60岁,无余额,较差,0.397129828646263,0.2565217391304348,8,2,0.0,1,3,1,5,中价值
4007,15656454,Le Gallienne,654,France,Male,37,6,83568.55,1,1,0,47046.72,0,30-40岁,中余额,一般,0.43462732899411893,0.4608695652173913,4,1,83568.55,3,1,2,6,中价值
4008,15645496,Seleznyova,648,France,Female,43,7,139972.18,1,1,0,143668.58,0,40-50岁,高余额,一般,0.6673706946401956,0.48695652173913045,3,1,139972.18,3,1,4,8,高价值
4009,15612505,Joseph,835,Spain,Male,45,3,100212.13,1,1,0,152577.62,0,40-50岁,高余额,优秀,0.6833463909600358,0.4956521739130435,7,1,100212.13,2,1,3,6,中价值
4010,15708513,Bevan,446,France,Female,39,1,90217.07,1,1,0,191350.48,0,30-40岁,中余额,很差,0.5882788979104228,0.46956521739130436,9,1,90217.07,1,1,2,4,低价值
4011,15685654,Allan,514,Spain,Male,66,9,0.0,2,1,1,14234.31,0,>60岁,无余额,较差,0.20276403255115333,0.28695652173913044,1,2,0.0,4,3,1,8,高价值
4012,15732307,Lavrentiev,694,Germany,Male,33,4,124067.32,1,1,1,77906.87,0,30-40岁,高余额,一般,0.5596030290012224,0.14347826086956522,6,1,124067.32,2,1,3,6,中价值
4013,15726814,Walton,554,Spain,Male,46,4,0.0,2,0,1,57320.92,0,40-50岁,无余额,较差,0.28151402478615545,0.2,6,2,0.0,2,3,1,6,中价值
4014,15653776,Salier,720,Germany,Female,57,1,162082.31,4,0,0,27145.73,1,50-60岁,超高余额,良好,0.5532411910332451,0.8478260869565217,9,4,162082.31,1,4,4,9,高价值
4015,15597914,Evdokimov,641,Germany,Female,51,2,117306.69,4,1,1,26912.72,1,50-60岁,高余额,一般,0.4536247569625797,0.5217391304347826,8,4,117306.69,1,4,3,8,高价值
4016,15631603,Ponomaryova,813,France,Male,32,1,122889.88,1,1,1,26476.18,0,30-40岁,高余额,优秀,0.5225769326377581,0.1391304347826087,9,1,122889.88,1,1,3,5,中价值
4017,15789753,Millar,480,France,Male,40,6,148790.61,1,0,1,79329.7,0,30-40岁,高余额,很差,0.5256236112154331,0.17391304347826086,4,1,148790.61,3,1,4,8,高价值
4018,15678034,Grosse,811,France,Male,46,9,180226.24,1,1,0,13464.64,1,40-50岁,超高余额,优秀,0.5937628055004933,0.5,1,1,180226.24,4,1,4,9,高价值
4019,15690209,Hsiao,715,Germany,Female,32,3,104857.19,2,1,0,114149.8,0,30-40岁,高余额,良好,0.5907550451768937,0.4391304347826087,7,2,104857.19,2,3,3,8,高价值
4020,15592091,Belbin,620,Spain,Male,31,2,166833.86,2,1,1,135171.6,0,30-40岁,超高余额,一般,0.6875672381884952,0.13478260869565217,8,2,166833.86,1,3,4,8,高价值
4021,15647453,Ifeajuna,721,France,Male,42,4,102936.72,1,0,0,1187.88,0,40-50岁,高余额,良好,0.4203616878631657,0.4826086956521739,6,1,102936.72,2,1,3,6,中价值
4022,15697100,Wright,772,Germany,Female,48,6,108736.52,1,1,0,184564.67,1,40-50岁,高余额,良好,0.7226836790778433,0.508695652173913,4,1,108736.52,3,1,3,7,中价值
4023,15811290,Komarova,680,Germany,Male,44,0,129974.79,2,1,1,33391.38,0,40-50岁,高余额,一般,0.4973042254896031,0.19130434782608696,10,2,129974.79,1,3,4,8,高价值
4024,15629187,Titheradge,535,France,Male,38,8,85982.07,1,1,0,9238.35,0,30-40岁,中余额,较差,0.3397604508057111,0.4652173913043478,2,1,85982.07,4,1,2,7,中价值
4025,15758073,Dellucci,655,France,Female,20,7,134397.61,1,0,0,28029.54,0,<30岁,高余额,一般,0.48748881527589705,0.3869565217391304,3,1,134397.61,3,1,4,8,高价值
4026,15640769,Hobbs,660,France,Male,63,8,137841.53,1,1,1,42790.29,0,>60岁,高余额,一般,0.5168860266709296,0.2739130434782609,2,1,137841.53,4,1,4,9,高价值
4027,15606641,Beggs,762,Germany,Male,56,10,100260.88,3,1,1,77142.42,1,50-60岁,高余额,良好,0.5445023511713368,0.5434782608695652,0,3,100260.88,4,4,3,11,超高价值
4028,15718280,Luffman,662,Germany,Male,39,5,139822.11,2,1,1,146219.9,0,30-40岁,高余额,一般,0.675899742491821,0.16956521739130437,5,2,139822.11,3,3,4,10,超高价值
4029,15764335,Caldwell,463,Germany,Female,41,8,123151.51,2,1,0,70127.93,0,40-50岁,高余额,很差,0.46494471751651073,0.4782608695652174,2,2,123151.51,4,3,3,10,超高价值
4030,15634218,Mancini,501,Germany,Male,27,4,95331.83,2,1,0,132104.76,0,<30岁,中余额,较差,0.5269730637692254,0.4173913043478261,6,2,95331.83,2,3,2,7,中价值
4031,15808760,Evseev,603,Spain,Female,42,6,0.0,1,1,1,90437.87,0,40-50岁,无余额,一般,0.3484854352994261,0.1826086956521739,4,1,0.0,3,1,1,5,中价值
4032,15648461,Hs?eh,688,Spain,Male,37,7,138162.41,2,1,1,113926.31,0,30-40岁,高余额,一般,0.6339879920899707,0.16086956521739132,3,2,138162.41,3,3,4,10,超高价值
4033,15593555,Chinedum,430,France,Male,38,9,0.0,2,1,1,12050.77,0,30-40岁,无余额,很差,0.16984154057133724,0.16521739130434784,1,2,0.0,4,3,1,8,高价值
4034,15569079,Hagins,632,Germany,Male,48,6,126066.26,1,1,0,64345.61,1,40-50岁,高余额,一般,0.5205648768433977,0.508695652173913,4,1,126066.26,3,1,3,7,中价值
4035,15800736,Kirwan,601,Spain,Female,42,4,96763.89,1,1,1,199242.65,0,40-50岁,中余额,一般,0.6652608974390093,0.1826086956521739,6,1,96763.89,2,1,2,5,中价值
4036,15792607,Little,769,France,Female,38,2,0.0,2,0,0,75578.67,0,30-40岁,无余额,良好,0.3847840325031515,0.4652173913043478,8,2,0.0,1,3,1,5,中价值
4037,15640034,Milligan,551,France,Male,42,2,139561.46,1,1,0,43435.43,1,40-50岁,高余额,较差,0.4821252224366575,0.4826086956521739,8,1,139561.46,1,1,4,6,中价值
4038,15807563,Ch'iu,841,France,Female,52,5,0.0,1,0,0,183239.71,1,50-60岁,无余额,优秀,0.5716934295200087,0.5260869565217391,5,1,0.0,3,1,1,5,中价值
4039,15684461,McKay,469,Spain,Female,31,6,0.0,1,1,0,146213.75,1,30-40岁,无余额,很差,0.38485828353028423,0.43478260869565216,4,1,0.0,3,1,1,5,中价值
4040,15580134,Crawford,479,Spain,Male,27,2,172463.45,1,1,1,40315.27,0,<30岁,超高余额,很差,0.5044877894098206,0.1173913043478261,8,1,172463.45,1,1,4,6,中价值
4041,15679075,Onyemere,701,France,Male,37,8,107798.85,1,1,0,16966.73,0,30-40岁,高余额,良好,0.4447235908945264,0.4608695652173913,2,1,107798.85,4,1,3,8,高价值
4042,15742504,Azuka,593,France,Male,36,2,70181.48,2,1,0,80608.12,0,30-40岁,中余额,较差,0.4420992686153395,0.4565217391304348,8,2,70181.48,1,3,2,6,中价值
4043,15567328,Ch'en,738,Spain,Male,38,5,177997.07,1,0,1,19233.41,0,30-40岁,超高余额,良好,0.573097674895504,0.16521739130434784,5,1,177997.07,3,1,4,8,高价值
4044,15698294,Royster,635,Spain,Male,31,1,0.0,2,1,0,135382.23,0,30-40岁,无余额,一般,0.42719862790370333,0.43478260869565216,9,2,0.0,1,3,1,5,中价值
4045,15607142,Parkin,658,France,Male,32,8,0.0,1,1,1,80410.68,0,30-40岁,无余额,一般,0.35285584945052756,0.1391304347826087,2,1,0.0,4,1,1,6,中价值
4046,15738516,Kozlova,687,Spain,Female,36,5,0.0,1,1,0,17696.22,0,30-40岁,无余额,一般,0.26901591633963085,0.4565217391304348,5,1,0.0,3,1,1,5,中价值
4047,15806403,Hu,650,France,Male,37,9,0.0,2,1,0,17974.08,0,30-40岁,无余额,一般,0.2563738984821123,0.4608695652173913,1,2,0.0,4,3,1,8,高价值
4048,15656707,Ma,720,Spain,Male,21,2,123200.78,1,1,1,180712.28,0,<30岁,高余额,良好,0.7216119118820763,0.09130434782608696,8,1,123200.78,1,1,3,5,中价值
4049,15653715,Coates,602,France,Female,63,7,0.0,2,1,1,56323.21,0,>60岁,无余额,一般,0.29695857998378383,0.2739130434782609,3,2,0.0,3,3,1,7,中价值
4050,15806184,Burns,618,Spain,Male,33,4,0.0,2,1,1,77550.18,0,30-40岁,无余额,一般,0.3344472910534377,0.14347826086956522,6,2,0.0,2,3,1,6,中价值
4051,15585734,Gouger,803,Germany,Male,41,9,137742.9,2,1,1,166957.82,0,40-50岁,高余额,优秀,0.7534576700921567,0.1782608695652174,1,2,137742.9,4,3,4,11,超高价值
4052,15725639,Ignatyev,793,France,Female,63,9,116270.72,1,1,1,184243.25,0,>60岁,高余额,良好,0.7416248657709341,0.2739130434782609,1,1,116270.72,4,1,3,8,高价值
4053,15618401,Douglas,616,Germany,Male,41,10,113220.2,2,1,1,114072.91,0,40-50岁,高余额,一般,0.5690314487233765,0.1782608695652174,0,2,113220.2,4,3,3,10,超高价值
4054,15785385,Fiorentino,550,Spain,Male,51,5,0.0,2,1,0,153917.41,0,50-60岁,无余额,较差,0.4250024433271632,0.5217391304347826,5,2,0.0,3,3,1,7,中价值
4055,15734762,Ignatiev,602,France,Female,56,3,115895.22,3,1,0,4176.17,1,50-60岁,高余额,一般,0.4035036754641548,0.8434782608695652,7,3,115895.22,2,4,3,9,高价值
